STREET ID,STREET,FROM,TO,PCI
1154,LOUIS ROAD,AMES AVENUE,GREER ROAD,96
1155,LOUIS ROAD,GREER ROAD,ASPEN WAY,91
1156,LOUIS ROAD,ASPEN WAY,EAST MEADOW  DRIVE,96
1157,LOUIS ROAD,EAST MEADOW  DRIVE,CORINA WAY,88
1158,LOUIS ROAD,CORINA WAY,ROSS ROAD,90
1159,LOUIS ROAD,ROSS ROAD,GAILEN AVENUE,88
1160,LOUIS ROAD,GAILEN AVENUE,BIBBITS DRIVE,88
1161,LOUIS ROAD,BIBBITS DRIVE,E. CHARLESTON  ROAD,90
1162,LOUISA COURT,NEWELL ROAD,END,97
1163,LOWELL AVENUE,ALMA STREET,EMERSON STREET,85
1164,LOWELL AVENUE,EMERSON STREET,BRYANT STREET,67
1165,LOWELL AVENUE,BRYANT STREET,WAVERLEY STREET,83
1166,LOWELL AVENUE,WAVERLEY STREET,COWPER STREET,85
1167,LOWELL AVENUE,COWPER STREET,WEBSTER STREET,87
1168,LOWELL AVENUE,WEBSTER STREET,MIDDLEFIELD ROAD,89
1169,LUNDY LANE,ELY PLACE,END,96
1170,LUPINE AVENUE,TALISMAN DRIVE,DRIFTWOOD DRIVE,91
1171,LYTTON AVENUE,ALMA STREET,HIGH STREET,91
1172,LYTTON AVENUE,HIGH STREET,EMERSON STREET,91
1173,LYTTON AVENUE,EMERSON STREET,RAMONA STREET,91
1174,LYTTON AVENUE,RAMONA STREET,BRYANT STREET,91
1175,LYTTON AVENUE,BRYANT STREET,FLORENCE STREET,91
1176,LYTTON AVENUE,FLORENCE STREET,WAVERLEY STREET,91
1177,LYTTON AVENUE,WAVERLEY STREET,KIPLING STREET,91
1178,LYTTON AVENUE,KIPLING STREET,COWPER STREET,90
1179,LYTTON AVENUE,COWPER STREET,TASSO STREET,91
1180,LYTTON AVENUE,TASSO STREET,WEBSTER STREET,90
1181,LYTTON AVENUE,WEBSTER STREET,BYRON STREET,91
1182,LYTTON AVENUE,BYRON STREET,MIDDLEFIELD ROAD,91
1183,LYTTON AVENUE,MIDDLEFIELD ROAD,FULTON STREET,91
1184,LYTTON AVENUE,FULTON STREET,GUINDA STREEET,91
1185,LYTTON AVENUE,GUINDA STREET,SENECA STREET,71
1186,MACKALL WAY,LOMA VERDE  AVENUE,END,71
1187,MACKAY DRIVE,SHASTA DRIVE,FERNE AVENUE,92
1188,MACKAY DRIVE,FERNE AVENUE,CALCATERRA  PLACE,97
1189,MACKAY DRIVE,CALCATERRA PLACE,FAIRFIELD COURT,97
1190,MACKAY DRIVE,FAIRFIELD COURT,N. SAN ANTONIO  AVENUE,97
1191,MACLANE,WILKIE WAY,SECOND STREET,93
1192,MACLANE,SECOND STREET,PARK BOULEVARD,97
1193,MADDUX DRIVE,STOCKTON PLACE,MORRIS DRIVE,86
1194,MADDUX DRIVE,MORRIS DRIVE,GREER ROAD,92
1195,MADDUX DRIVE,GREER ROAD,GENEVIEVE COURT,88
1196,MADDUX DRIVE,GENEVIEVE COURT,MADDUX CUL-DE- SAC,85
1197,MADDUX DRIVE,MADDUX CUL-DE- SAC,LOMA VERDE  AVENUE,86
1198,MADDUX DRIVE,MADDUX DRIVE,END,84
1199,MADISON WAY,HAMILTON AVENUE,PHILLIPS ROAD,89
1200,MADISON WAY,PHILLIPS ROAD,JEFFERSON DRIVE,88
1201,MADRONO AVENUE,CHURCHILL AVENUE,MANZANITA  AVENUE,98
1202,MADRONO AVENUE,MANZANITA AVENUE,MIRAMONTE  AVENUE,98
1203,MADRONO AVENUE,MIRAMONTE  AVENUE,SEQUOIA AVENUE,98
1204,MAGNOLIA DRIVE,MAGNOLIA DRIVE  NORTH,MILITARY WAY,38
1205,MAGNOLIA DRIVE,MILITARY WAY,MAGNOLIA DRIVE  SOUTH,60
1206,MAGNOLIA DRIVE  NORTH,MAGNOLIA DRIVE,WHITSELL STREET,69
1207,MAGNOLIA DRIVE  NORTH,WHITSELL STREET,END,93
1208,MAGNOLIA DRIVE  SOUTH,MAGNOLIA DRIVE,LA SELVA DRIVE,92
1209,MANCHESTER  COURT,LOMA VERDE  AVENUE,END,82
1210,MANUELA AVENUE,ARASTRADERO  ROAD,OAK HILL AVENUE,89
1211,MANUELA AVENUE,OAK HILL AVENUE,MESA AVENUE,97
1212,MANUELA AVENUE,MESA AVENUE,MANUELA COURT,96
1213,MANUELA AVENUE,MANUELA COURT,MANUELA WAY,91
1214,MANUELA AVENUE,MANUELA WAY,ROBB ROAD,92
1215,MANUELA AVENUE,ROBB ROAD,CITY LIMITS,92
1216,MANUELA COURT,MANUELA AVENUE,END,92
1217,MANUELA WAY,MANUELA AVENUE,END,96
1218,MANZANA LANE,LOS ROBLES  AVENUE,END,98
1219,MANZANITA  AVENUE,PORTOLA AVENUE,MADRONO AVENUE,98
1220,MANZANITA  AVENUE,MADRONO AVENUE,ESCOBITA AVENUE,98
1221,MANZANITA  AVENUE,ESCOBITA AVENUE,CASTILLEJA  AVENUE,93
1222,MAPLE STREET,UNIVERSITY  AVENUE,END,97
1223,MAPLEWOOD  PLACE,MAPLEWOOD  AVENUE,END,95
1224,MAPLEWOOD  AVENUE,SUTHERLAND DRIVE,MAPLEWOOD  PLACE,96
1225,MAPLEWOOD  AVENUE,MAPLEWOOD PLACE,SEMINOLE WAY,97
1226,MARGARITA  AVENUE,EL CAMINO REAL,ORINDA STREET,68
1227,MARGARITA  AVENUE,ORINDA STREET,PARK BOULEVARD,71
1228,MARION AVENUE,WAVERLEY STREET,COWPER STREET,79
1229,MARION AVENUE,COWPER STREET,TASSO STREET,73
1230,MARION AVENUE,TASSO STREET,WEBSTER STREET,81
1231,MARION AVENUE,WEBSTER STREET,MARION PLACE,86
1232,MARION AVENUE,MARION PLACE,MIDDLEFIELD ROAD,79
1233,MARION AVENUE,MIDDLEFIELD ROAD,COASTLAND DRIVE,81
1234,MARION AVENUE,COASTLAND DRIVE,COASTLAND DRIVE,78
1235,MARION PLACE,MARION AVENUE,END,87
1236,MARIPOSA AVENUE,CHURCHILL AVENUE,MIRAMONTE  AVENUE,78
1237,MARIPOSA AVENUE,MIRAMONTE  AVENUE,CASTILLEJA  AVENUE,92
1238,MARK TWAIN  STREET,EMBARCADERO  ROAD,SEALE AVENUE,93
1239,MARLOWE STREET,PALO ALTO AVENUE,UNIVERSITY  AVENUE,81
1240,MARSHALL DRIVE,ROSS ROAD,BRUCE DRIVE,85
1241,MARSHALL DRIVE,BRUCE DRIVE,MORENO AVENUE,92
1242,MARSHALL DRIVE,MORENO AVENUE,LOUIS ROAD,92
1243,MARTIN AVENUE,LINCOLN AVENUE,KIRBY PLACE,85
1244,MARTIN AVENUE,KIRBY PLACE,CENTER DRIVE,82
1245,MARTINSEN COURT,COWPER STREET,END,88
1246,MATADERO  AVENUE,LAGUNA AVENUE,LA MATA WAY,96
1247,MATADERO  AVENUE,LA MATA WAY,JULIE COURT,96
1248,MATADERO  AVENUE,JULIE COURT,JOSINA AVENUE,96
1249,MATADERO  AVENUE,JOSINA AVENUE,WHITSELL STREET,95
1250,MATADERO  AVENUE,WHITSELL STREET,EL CAMINO REAL,95
1251,MATADERO  AVENUE,EL CAMINO REAL,ORINDA STREET,76
1252,MATADERO  AVENUE,ORINDA STREET,PARK BOULEVARD,77
1253,MAUREEN AVENUE,COWPER STREET,RAMBOW DRIVE,97
1254,MAY COURT,MAYVIEW AVENUE,END,83
1255,MAYBELL AVENUE,DONALD DRIVE,DRISCOLL COURT,87
1256,MAYBELL AVENUE,DRISCOLL COURT,MAYBELL WAY,91
1257,MAYBELL AVENUE,MAYBELL WAY,FRANDON COURT,91
1258,MAYBELL AVENUE,FRANDON COURT,COULOMBE DRIVE,91
1259,MAYBELL AVENUE,COULOMBE DRIVE,AMARANTA AVENUE,68
1260,MAYBELL AVENUE,AMARANTA AVENUE,CLEMO AVENUE,75
1261,MAYBELL AVENUE,CLEMO AVENUE,ABEL AVENUE,75
1262,MAYBELL AVENUE,ABEL AVENUE,BAKER AVENUE,60
1263,MAYBELL AVENUE,BAKER AVENUE,THAIN WAY,46
1264,MAYBELL AVENUE,THAIN WAY,EL CAMINO REAL,93
1265,MAYBELL WAY,MAYBELL AVENUE,END,71
1266,MAYVIEW AVENUE,MIDDLEFIELD ROAD,MAY COURT,86
1267,MAYVIEW AVENUE,MAY COURT,GROVE AVENUE,83
1268,MAYVIEW AVENUE,GROVE AVENUE,ROSS ROAD,89
1269,MCGREGOR WAY,ILIMA WAY,PARADISE WAY,98
1270,MCGREGOR WAY,PARADISE WAY,END,98
1271,MCKELLAR LANE,ARASTRADERO  ROAD,KELLY WAY,42
1272,MCKELLAR LANE,KELLY WAY,LORABELLE COURT,74
1273,MCKELLAR LANE,LORABELLE COURT,END,75
1274,EAST MEADOW  CIRCLE,EAST MEADOW  DRIVE,EAST MEADOW  DRIVE,90
1275,EAST MEADOW  DRIVE,ALMA STREET,EMERSON STREET,81
1276,EAST MEADOW  DRIVE,EMERSON STREET,RAMONA STREET,81
1277,EAST MEADOW  DRIVE,RAMONA STREET,BRYANT STREET,78
1278,EAST MEADOW  DRIVE,BRYANT STREET,SOUTH COURT,81
1279,EAST MEADOW  DRIVE,SOUTH COURT,WAVERLEY STREET,83
1280,EAST MEADOW  DRIVE,WAVERLEY STREET,COWPER STREET,91
1281,EAST MEADOW  DRIVE,COWPER STREET,MIDDLEFIELD ROAD,96
1282,EAST MEADOW  DRIVE,MIDDLEFIELD ROAD,GROVE AVENUE,86
1283,EAST MEADOW  DRIVE,GROVE AVENUE,ROSS ROAD,83
1284,EAST MEADOW  DRIVE,ROSS ROAD,ARBUTUS AVENUE,90
1285,EAST MEADOW  DRIVE,ARBUTUS AVENUE,ORTEGA COURT,86
1286,EAST MEADOW  DRIVE,ORTEGA COURT,LOUIS ROAD,91
1287,EAST MEADOW  DRIVE,LOUIS ROAD,EAST MEADOW  CIRCLE,95
1288,EAST MEADOW  DRIVE,EAST MEADOW  CIRCLE,FABIAN WAY,83
1289,WEST MEADOW  DRIVE,EL CAMINO WAY,WILKIE WAY,61
1290,WEST MEADOW  DRIVE,WILKIE WAY,SECOND STREET,68
1291,WEST MEADOW  DRIVE,SECOND STREET,PARK BOULEVARD,63
1292,WEST MEADOW  DRIVE,PARK BOULEVARD,ALMA STREET,85
1293,MELVILLE AVENUE,ALMA STREET,EMERSON STREET,97
1294,MELVILLE AVENUE,EMERSON STREET,END,50
1295,MELVILLE AVENUE,END,WAVERLEY STREET,85
1296,MELVILLE AVENUE,WAVERLEY STREET,COWPER STREET,89
1297,MELVILLE AVENUE,COWPER STREET,TASSO STREET,87
1298,MELVILLE AVENUE,TASSO STREET,WEBSTER STREET,84
1299,MELVILLE AVENUE,WEBSTER STREET,BYRON STREET,88
1300,MELVILLE AVENUE,BYRON STREET,MIDDLEFIELD ROAD,83
1301,MELVILLE AVENUE,MIDDLEFIELD  STREET,FULTON STREET,65
1302,MELVILLE AVENUE,FULTON STREET,PARKINSON  AVENUE,86
1303,MELVILLE AVENUE,PARKINSON AVENUE,GUINDA STREET,87
1304,MELVILLE AVENUE,GUINDA STREET,HARKER AVENUE,89
1305,MELVILLE AVENUE,HARKER AVENUE,GREENWOOD  AVENUE,89
1306,MELVILLE AVENUE,GREENWOOD  AVENUE,CHANNING AVENUE,91
1307,MESA AVENUE,OAK HILL AVENUE,END,83
1308,MESA AVENUE,MANUELA AVENUE,OAK HILL AVENUE,88
1309,MESA COURT,MANUELA AVENUE,END,90
1310,METRO CIRCLE,GREER ROAD,METRO CIRCLE,97
1311,METRO CIRCLE,METRO CIRCLE,METRO CIRCLE,97
1312,MIDDLEFIELD  ROAD,CITY LIMIT,PALO ALTO AVENUE,91
1313,MIDDLEFIELD  ROAD,PALO ALTO AVENUE,PALO ALTO AVENUE,91
1314,MIDDLEFIELD  ROAD,PALO ALTO AVENUE,HAWTHORNE  AVENUE,96
1315,MIDDLEFIELD  ROAD,HAWTHORNE  AVENUE,EVERETT AVENUE,96
1316,MIDDLEFIELD  ROAD,EVERETT AVENUE,LYTTON AVENUE,96
1317,MIDDLEFIELD  ROAD,LYTTON AVENUE,UNIVERSITY  AVENUE,96
1318,MIDDLEFIELD  ROAD,UNIVERSITY  AVENUE,HAMILTON AVENUE,96
1319,MIDDLEFIELD  ROAD,HAMILTON AVENUE,FOREST AVENUE,96
1320,MIDDLEFIELD  ROAD,FOREST AVENUE,HOMER AVENUE,96
1321,MIDDLEFIELD  ROAD,HOMER AVENUE,CHANNING AVENUE,96
1322,MIDDLEFIELD  ROAD,CHANNING AVENUE,ADDISON AVENUE,96
1323,MIDDLEFIELD  ROAD,ADDISON AVENUE,LINCOLN AVENUE,96
1324,MIDDLEFIELD  ROAD,LINCOLN AVENUE,KINGSLEY AVENUE,96
1325,MIDDLEFIELD  ROAD,KINGSLEY AVENUE,MELVILLE AVENUE,96
1326,MIDDLEFIELD  ROAD,MELVILLE AVENUE,KELLOGG AVENUE,91
1327,MIDDLEFIELD  ROAD,KELLOGG AVENEU,EMBARCADERO  ROAD,95
1328,MIDDLEFIELD  ROAD,EMBARCADERO  ROAD,LOWELL AVENUE,96
1329,MIDDLEFIELD  ROAD,LOWELL AVENUE,TENNYSON AVENUE,96
1330,MIDDLEFIELD  ROAD,TENNYSON AVENUE,SEALE AVENUE,96
1331,MIDDLEFIELD  ROAD,SEALE AVENUE,PORTAL PLACE,96
1332,MIDDLEFIELD  ROAD,PORTAL PLACE,SANTA RITA  AVENUE,96
1333,MIDDLEFIELD  ROAD,SANTA RITA AVENUE,NORTH CALIFORNIA  AVENUE,96
1334,MIDDLEFIELD  ROAD,NORTH CALIFORNIA  AVENUE,NORTH CALIFORNIA  AVENUE,96
1335,MIDDLEFIELD  ROAD,NORTH CALIFORNIA  AVENUE,GARLAND DRIVE,96
1336,MIDDLEFIELD  ROAD,GARLAND DRIVE,OREGON  EXPRESSWAY,77
1337,MIDDLEFIELD  ROAD,OREGON  EXPRESSWAY,MARION AVENUE,90
1338,MIDDLEFIELD  ROAD,MARION AVENUE,MORENO AVENUE,91
1339,MIDDLEFIELD  ROAD,MORENO AVENUE,WEBSTER STREET,91
1340,MIDDLEFIELD  ROAD,WEBSTER STREET,BRYSON AVENUE,91
1341,MIDDLEFIELD  ROAD,BRYSON AVENUE,COLORADO  AVENUE,91
1342,MIDDLEFIELD  ROAD,COLORADO AVENUE,SUTTER AVENUE,83
1343,MIDDLEFIELD  ROAD,SUTTER AVENUE,TOWLE WAY,78
1344,MIDDLEFIELD  ROAD,TOWLE WAY,WELLSBURY WAY,81
1345,MIDDLEFIELD  ROAD,WELLSBURY WAY,LAYNE COURT,79
1346,MIDDLEFIELD  ROAD,LAYNE COURT,LOMA VERDE  AVENUE,79
1347,MIDDLEFIELD  ROAD,LOMA VERDE  AVENUE,TOYON PLACE,91
1348,MIDDLEFIELD  ROAD,TOYON PLACE,SAINT CLAIRE  DRIVE,91
1349,MIDDLEFIELD  ROAD,SAINT CLAIRE DRIVE,AMES AVENUE,91
1350,MIDDLEFIELD  ROAD,AMES AVENUE,ASHTON AVENUE,96
1351,MIDDLEFIELD  ROAD,ASHTON AVENUE,CHRISTINE DRIVE,95
1352,MIDDLEFIELD  ROAD,CHRISTINE DRIVE,EAST MEADOW  DRIVE,90
1353,MIDDLEFIELD  ROAD,EAST MEADOW  DRIVE,MAYVIEW AVENUE,90
1354,MIDDLEFIELD  ROAD,MAYVIEW AVENUE,ENSIGN WAY,90
1355,MIDDLEFIELD  ROAD,ENSIGN WAY,E. CHARLESTON  ROAD,88
1356,MIDDLEFIELD  ROAD,E. CHARLESTON  ROAD,MONTROSE  AVENUE,91
1357,MIDDLEFIELD  ROAD,MONTROSE AVENUE,KEATS COURT,96
1358,MIDDLEFIELD  ROAD,KEATS COURT,SAN ANTONIO  AVENUE,90
1359,MIDDLEFIELD  ROAD,SAN ANTONIO  AVENUE,CITY LIMITS,90
1360,MIDTOWN COURT,COLORADO AVENUE,END,92
1361,MILITARY WAY,MAGNOLIA DRIVE,LA SELVA DRIVE,88
1362,MILITARY WAY,LA SELVA DRIVE,LA SELVA DRIVE,93
1363,MILITARY WAY,LA SELVA DRIVE,EL CAMINO REAL,92
1364,MILLER AVENUE,MONROE DRIVE,END,98
1365,MILLER AVENUE,MONROE DRIVE,MONROE DRIVE,98
1366,MILLER AVENUE,MONROE DRIVE,MILLER COURT,97
1367,MILLER AVENUE,MILLER COURT,CITY LIMITS,97
1368,MILLER COURT,MILLER AVENUE,END,97
1369,MIRAMONTE  AVENUE,EL CAMINO REAL,PORTOLA AVENUE,98
1370,MIRAMONTE  AVENUE,PORTOLA AVENUE,MADRONO AVENUE,98
1371,MIRAMONTE  AVENUE,MADRONO AVENUE,ESCOBITA AVENUE,97
1372,MIRAMONTE  AVENUE,ESCOBITA AVENUE,CASTILLEJA  AVENUE,98
1373,MIRAMONTE  AVENUE,CASTILLEJA AVENUE,MARIPOSA AVENUE,91
1374,MIRANDA AVENUE,FOOTHILL  EXPRESSWAY,HILLVIEW AVENUE,58
1375,MIRANDA AVENUE,HILLVIEW AVENUE,VETERANS  HOSPITAL,75
1376,MIRANDA AVENUE,VETERANS  HOSPITAL,ARASTRADERO  ROAD,58
1377,MIRANDA AVENUE,ARASTRADERO  ROAD,ARROYO COURT,98
1378,MIRANDA AVENUE,ARROYO COURT,MIRANDA GREEN,98
1379,MIRANDA AVENUE,MIRANDA GREEN,MOANA COURT,98
1380,MIRANDA AVENUE,MOANA COURT,MIRANDA COURT,98
1381,MIRANDA AVENUE,MIRANDA COURT,END,98
1382,MIRANDA COURT,MIRANDA AVENUE,END,97
1383,MIRANDA GREEN,MIRANDA AVENUE,END,98
1384,MOANA COURT,MIRANDA AVENUE,END,97
1385,MOCKINGBIRD  LANE,OLD TRACE ROAD,END,97
1386,MOFFETT CIRCLE,GREER ROAD,MOFFETT CIRCLE,97
1387,MOFFETT CIRCLE,MOFFETT CIRCLE,MOFFETT CIRCLE,97
1388,MONROE DRIVE,EL CAMINO REAL,MONROE DRIVE,93
1389,MONROE DRIVE,MONROE DRIVE,MILLER AVENUE,97
1390,MONROE DRIVE,MILLER AVENUE,CITY LIMITS,97
1391,MONROE DRIVE,MILLER AVENUE,MONROE DRIVE,97
1392,MONROE DRIVE,CITY LIMITS,MILLER AVENUE,98
1393,MONTROSE  AVENUE,MIDDLEFIELD ROAD,SUTHERLAND  DRIVE,97
1394,MONTROSE  AVENUE,SUTHERLAND DRIVE,SEMINOLE WAY,90
1395,MONTROSE  AVENUE,SEMINOLE WAY,E. CHARLESTON  ROAD,96
1396,MORAGA COURT,STOCKTON PLACE,END,77
1397,MORENO AVENUE,MIDDLEFIELD ROAD,ROSEWOOD DRIVE,81
1398,MORENO AVENUE,ROSEWOOD DRIVE,COASTLAND DRIVE,78
1399,MORENO AVENUE,COASTLAND DRIVE,ROSS ROAD,82
1400,MORENO AVENUE,ROSS ROAD,MARSHALL DRIVE,84
1401,MORENO AVENUE,MARSHALL DRIVE,FIELDING DRIVE,84
1402,MORENO AVENUE,FIELDING DRIVE,LOUIS ROAD,82
1403,MORENO AVENUE,LOUIS ROAD,COLONIAL LANE,85
1404,MORENO AVENUE,COLONIAL LANE,GREER ROAD,85
1405,MORENO AVENUE,GREER ROAD,ELMDALE PLACE,88
1406,MORENO AVENUE,ELMDALE PLACE,END,84
1407,MORRIS DRIVE,MADDUX DRIVE,GREER ROAD,58
1408,MORTON STREET,EMBARCADERO  ROAD,MORTON CUL-DE- SAC,91
1409,MORTON STREET,MORTON CUL-DE- SAC,EMBARCADERO  ROAD,76
1410,MORTON STREET,MORTON STREET,END,83
1411,MUMFORD PLACE,E. CHARLESTON  ROAD,ELY PLACE,96
1412,MUMFORD PLACE,ELY PLACE,END,96
1413,MURDOCH DRIVE,ASHTON AVENUE,MURDOCH COURT,92
1414,MURDOCH DRIVE,MURDOCH COURT,ALGER DRIVE,92
1415,MURDOCH COURT,MURDOCH DRIVE,END,97
1416,MURRAY WAY,LOMA VERDE  AVENUE,RICHARDSON  COURT,97
1417,NATHAN WAY,CORINA WAY,NATHAN WAY,81
1418,NATHAN WAY,NATHAN WAY,ROSS ROAD,81
1419,NATHAN WAY,ROSS ROAD,END,91
1420,NATHAN WAY,NATHAN WAY,END,91
1421,NELSON DRIVE,E. CHARLESTON  ROAD,EL CAPITAN PLACE,96
1422,NELSON DRIVE,EL CAPITAN PLACE,NELSON COURT,96
1423,NELSON DRIVE,NELSON COURT,ADOBE PLACE,97
1424,NELSON DRIVE,ADOBE PLACE,CREEKSIDE DRIVE,95
1425,NELSON DRIVE,CREEKSIDE DRIVE,PARKSIDE DRIVE,92
1426,NELSON DRIVE,PARKSIDE DRIVE,TIOGA COURT,96
1427,NELSON DRIVE,TIOGA COURT,DIABLO COURT,97
1428,NELSON DRIVE,DIABLO COURT,SHASTA DRIVE,95
1429,NELSON COURT,NELSON DRIVE,END,95
1430,NEVADA AVENUE,HIGH STREET,EMERSON STREET,97
1431,NEVADA AVENUE,EMERSON STREET,RAMONA STREET,97
1432,NEVADA AVENUE,WAVERLEY STREET,COWPER STREET,95
1433,NEVADA AVENUE,COWPER STREET,TASSO STREET,97
1434,NEWBERRY COURT,PARK BOULEVARD,END,56
1435,NEWELL ROAD,CITY LIMIT,EDGEWOOD DRIVE,96
1436,NEWELL ROAD,EDGEWOOD DRIVE,HAMILTON AVENUE,96
1437,NEWELL ROAD,HAMILTON AVENUE,DANA AVENUE,96
1438,NEWELL ROAD,DANA AVENUE,KINGS LANE,96
1439,NEWELL ROAD,KINGS LANE,PITMAN AVENUE,96
1440,NEWELL ROAD,PITMAN AVENUE,ARCADIA PLACE,96
1441,NEWELL ROAD,ARCADIA PLACE,NEWELL PLACE,96
1442,NEWELL ROAD,NEWELL PLACE,CHANNING AVENUE,96
1443,NEWELL ROAD,CHANNING AVENUE,GREENWOOD  AVENUE,91
1444,NEWELL ROAD,GREENWOOD  AVENUE,HARKER AVENUE,91
1445,NEWELL ROAD,HARKER AVENUE,WALNUT DRIVE,88
1446,NEWELL ROAD,WALNUT DRIVE,PARKINSON  AVENUE,91
1447,NEWELL ROAD,PARKINSON AVENUE,COMMUNITY LANE,91
1448,NEWELL ROAD,COMMUNITY LANE,HOPKINS AVENUE,91
1449,NEWELL ROAD,HOPKINS AVENUE,EMBARCADERO  ROAD,90
1450,NEWELL ROAD,EMBARCADERO  ROAD,SEALE AVENUE,93
1451,NEWELL ROAD,SEALE AVENUE,NORTHAMPTON  DRIVE,93
1452,NEWELL ROAD,GREENWICH  AVENUE,SOUTHAMPTON  DRIVE,93
1453,NEWELL ROAD,NORTHAMPTON  DRIVE,GREENWICH  AVENUE,93
1454,NEWELL ROAD,SOUTHAMPTON  DRIVE,NORTH CALIFORNIA  AVENUE,92
1455,NEWELL PLACE,NEWELL ROAD,END,92
1456,NOGAL LANE,CAMBRIDGE  AVENUE,NEW MAYFIELD  LANE,85
1457,NORTHAMPTON  DRIVE,PORTAL PLACE,NEWELL ROAD,92
1458,NORTHAMPTON  DRIVE,NEWELL ROAD,SOUTHAMPTON  DRIVE,92
1459,OAK HILL AVENUE,MESA AVENUE,MANUELA AVENUE,82
1460,OBERLIN STREET,STANFORD AVENUE,COLLEGE AVENUE,89
1461,OBERLIN STREET,COLLEGE AVENUE,CALIFORNIA  AVENUE,91
1462,OLD ADOBE ROAD,ARASTRADERO  ROAD,END,73
1463,OLD TRACE ROAD,ARASTRADERO  ROAD,MOCKINGBIRD  LANE,97
1464,OLD TRACE ROAD,MOCKINGBIRD LANE,OLD TRACE COURT,97
1465,OLD TRACE ROAD,OLD TRACE COURT,END,97
1466,OLD TRACE COURT,OLD TRACE ROAD,END,97
1467,OLIVE AVENUE,EL CAMINO,ASH STREET,79
1468,OLIVE AVENUE,ASH STREET,PARK BOULEVARD,71
1469,OREGON AVENUE,OREGON  EXPRESSWAY,ALMA STREET,86
1470,OREGON AVENUE,ALMA STREET,OREGON  EXPRESSWAY,73
1471,OREGON AVENUE,OREGON  EXPRESSWAY,ALMA STREET,78
1472,OREGON AVENUE,ALMA STREET,OREGON  EXPPRESSWAY,80
1473,OREGON AVENUE,PAGE MILL ROAD,OREGON  EXPRESSWAY,84
1474,OREGON AVENUE,OREGON  EXPRESSWAY,BIRCH STREET,79
1475,OREGON AVENUE,ALMA STREET,HIGH STREET,71
1476,OREGON AVENUE,ALMA STREET,OREGON  EXPRESSWAY,95
1477,OREGON AVENUE,ALMA STREET,OREGON RAMP K,72
1478,OREGON AVENUE,HIGH STREET,EMERSON STREET,81
1479,OREGON AVENUE,EMERSON STREET,RAMONA STREET,83
1480,OREGON AVENUE,RAMONA STREET,BRYANT STREET,87
1481,OREGON AVENUE,BRYANT STREET,SOUTH COURT,37
1482,OREGON AVENUE,SOUTH COURT,WAVERLEY STREET,97
1483,OREGON AVENUE,WAVERLEY STREET,COWPER STREET,97
1484,OREGON AVENUE,COWPER STREET,TASSO STREET,97
1485,OREGON AVENUE,TASSO STREET,WEBSTER STREET,97
1486,OREGON AVENUE,WEBSTER STREET,BYRON STREET,97
1487,OREGON AVENUE,OREGON  EXPRESSWAY,OREGON  EXPRESSWAY,97
1488,OREGON AVENUE,BYRON STREET,END,93
1489,OREGON AVENUE,END,ROSS ROAD,19
1490,OREGON AVENUE,ROSS ROAD,END,46
1491,OREGON AVENUE,GREER ROAD,END,42
1492,OREGON AVENUE,GREER ROAD,SANTA ANA STREET,86
1493,OREGON AVENUE,SANTA ANA STREET,SANTA CATALINA  STREET,85
1494,OREGON AVENUE,SANTA CATALINA  STREET,CARMEL DRIVE,88
1495,OREGON AVENUE,CARMEL DRIVE,SAINT FRANCIS  DRIVE,68
1496,OREGON AVENUE,SAINT FRANCIS  DRIVE,SIERRA COURT,79
1497,ORINDA STREET,FERNANDO AVENUE,MARGARITA  AVENUE,52
1498,ORINDA STREET,MARGARITA  AVENUE,MATADERO  AVENUE,67
1499,ORINDA STREET,MATADERO AVENUE,WILTON AVENUE,62
1500,ORME STREET,LOS ROBLES  AVENUE,END,93
1501,ORTEGA COURT,EAST MEADOW  DRIVE,END,66
1502,OTTERSON COURT,COLORADO AVENUE,END,88
1503,OXFORD AVENUE,YALE STREET,STAUTON COURT,33
1504,OXFORD AVENUE,STAUTON COURT,EL CAMINO REAL,93
1505,OXFORD AVENUE,EL CAMINO REAL,ASH STREET,54
1506,OXFORD AVENUE,ASH STREET,BIRCH STREET,60
1507,OXFORD AVENUE,BIRCH STREET,PARK BOULEVARD,75
1508,PAGE MILL ROAD,CITY LIMITS,MOODY ROAD,65
1509,PAGE MILL ROAD,MOODY ROAD,MILE MARKER 3.5,75
1510,PAGE MILL ROAD,MILE MARKER 3.5,MILE MARKER 3.3,52
1511,PAGE MILL ROAD,MILE MARKER 3.3,MILE MARKER 3.1,74
1512,PAGE MILL ROAD,MILE MARKER 3.1,MILE MARKER 2.6,49
1513,PAGE MILL ROAD,MILE MARKER 2.6,MILE MARKER 2.3,62
1514,PAGE MILL ROAD,MILE MARKER 2.3,MILE MARKER 1.9,21
1515,PAGE MILL ROAD,MILE MARKER 1.9,MILE MARKER 1.7,84
1516,PAGE MILL ROAD,MILE MARKER 1.7,WEST CITY LIMITS,58
1517,PAGE MILL ROAD,PAGE MILL AVENUE,OREGON EXPWY  RAMP E,82
1518,PAGE MILL ROAD,OREGON EXPWY  RAMP E,PARK BOULEVARD,82
1519,PAGE MILL ROAD,PARK BOULEVARD,END,97
1520,PALM STREET,UNIVERSITY  AVENUE,END,45
1521,PALO ALTO  AVENUE,EL CAMINO REAL,ALMA STREET,90
1522,PALO ALTO  AVENUE,ALMA STREET,EMERSON STREET,97
1523,PALO ALTO  AVENUE,EMERSON STREET,BRYANT STREET,97
